original_entry_id,original_label,original_destination,feature_code,canonical_route_id,module,category,task,owner,access_policy,availability,unavailable_reason,screen_pattern,primary_action,normal_viewport_expectation,constrained_viewport_expectation,implementation_status,navigation_result,search_result,state_result,visual_result,keyboard_result,installed_result,evidence,open_issue
report-tender-diagnostic,Tender Diagnostics,Sales Reports,tender-diagnostic,report-tender-diagnostic,Reports,Tender / Cash,Tender Diagnostics,Shell,1,ACTIVE,,Report,Refresh Preview; Actions for export,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,"artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md; artifacts/ui-redesign/20260912-sprint/report-states-r7/report-state-results.json; local-followup/exports-after/comparison.json and fixture-value-verification.json: programmatic file checks, not installed interaction","Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
report-service,Service Sales,Sales Reports,service,report-service,Reports,Service,Service Sales,Shell,1,ACTIVE,,Report,Refresh Preview; Actions for export,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,"artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md; artifacts/ui-redesign/20260912-sprint/report-states-r7/report-state-results.json; local-followup/exports-after/comparison.json and fixture-value-verification.json: programmatic file checks, not installed interaction","Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
report-exceptions,Daily Exception Report,Sales Reports,exceptions,report-exceptions,Reports,Exceptions,Daily Exception Report,Shell,1,ACTIVE,,Report,Refresh Preview; Actions for export,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,"artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md; artifacts/ui-redesign/20260912-sprint/report-states-r7/report-state-results.json; local-followup/exports-after/comparison.json and fixture-value-verification.json: programmatic file checks, not installed interaction","Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
report-exception-source,Missing Source Report,Sales Reports,exception-source,report-exception-source,Reports,Exceptions,Missing Source Report,Shell,1,ACTIVE,,Report,Refresh Preview; Actions for export,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,"artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md; artifacts/ui-redesign/20260912-sprint/report-states-r7/report-state-results.json; local-followup/exports-after/comparison.json and fixture-value-verification.json: programmatic file checks, not installed interaction","Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
report-exception-unmapped,Unmapped Data,Sales Reports,exception-unmapped,report-exception-unmapped,Reports,Exceptions,Unmapped Data,Shell,1,ACTIVE,,Report,Refresh Preview; Actions for export,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,"artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md; artifacts/ui-redesign/20260912-sprint/report-states-r7/report-state-results.json; local-followup/exports-after/comparison.json and fixture-value-verification.json: programmatic file checks, not installed interaction","Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
report-exception-stock,Stock Exceptions,Sales Reports,exception-stock,report-exception-stock,Reports,Exceptions,Stock Exceptions,Shell,1,ACTIVE,,Report,Refresh Preview; Actions for export,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,"artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md; artifacts/ui-redesign/20260912-sprint/report-states-r7/report-state-results.json; local-followup/exports-after/comparison.json and fixture-value-verification.json: programmatic file checks, not installed interaction","Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
report-exception-staff,Staff Exceptions,Sales Reports,exception-staff,report-exception-staff,Reports,Exceptions,Staff Exceptions,Shell,1,ACTIVE,,Report,Refresh Preview; Actions for export,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,"artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md; artifacts/ui-redesign/20260912-sprint/report-states-r7/report-state-results.json; local-followup/exports-after/comparison.json and fixture-value-verification.json: programmatic file checks, not installed interaction","Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
report-exception-tender,Tender Exceptions,Sales Reports,exception-tender,report-exception-tender,Reports,Exceptions,Tender Exceptions,Shell,1,ACTIVE,,Report,Refresh Preview; Actions for export,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,"artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md; artifacts/ui-redesign/20260912-sprint/report-states-r7/report-state-results.json; local-followup/exports-after/comparison.json and fixture-value-verification.json: programmatic file checks, not installed interaction","Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
report-management-trend,Management Trend,Sales Reports,management-trend,report-management-trend,Reports,Management,Management Trend,Shell,1,ACTIVE,,Report,Refresh Preview; Actions for export,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,"artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md; artifacts/ui-redesign/20260912-sprint/report-states-r7/report-state-results.json; local-followup/exports-after/comparison.json and fixture-value-verification.json: programmatic file checks, not installed interaction","Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
report-invoice-lineage,Invoice Source Drill-down,Sales Reports,invoice-lineage,report-invoice-lineage,Reports,Investigation,Invoice Source Drill-down,Shell,1,ACTIVE,,Report,Refresh Preview; Actions for export,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,"artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md; artifacts/ui-redesign/20260912-sprint/report-states-r7/report-state-results.json; local-followup/exports-after/comparison.json and fixture-value-verification.json: programmatic file checks, not installed interaction","Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
store-daily-pack,Store Daily Pack,Daily Workflow,,store-daily-pack,Reports,Report Packs,Store Daily Pack,DailyWorkflowWorkspaceView,1,ACTIVE,,Focused task,Refresh daily workflow,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
combined-pack,Combined Pack,Daily Workflow,,combined-pack,Reports,Report Packs,Combined Pack,DailyWorkflowWorkspaceView,1,ACTIVE,,Focused task,Refresh daily workflow,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
historical-packs,Historical Packs,Report Archive,,historical-packs,Reports,Report Packs,Historical Packs,ArchiveWorkspaceView,1,ACTIVE,,Focused task,Refresh report archive,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
category-sales,Category-wise Sales,,,category-sales,Reports,Data-Dependent Future,Category-wise Sales,Shell,1,DEFERRED,Requires an approved product-category master.,Focused task,Open the labelled task or selected item,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Explicitly deferred, never enabled by redesign: Requires an approved product-category master."
sell-through,Sell-through,,,sell-through,Reports,Data-Dependent Future,Sell-through,Shell,1,DEFERRED,Requires an approved purchase/receipt source.,Focused task,Open the labelled task or selected item,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Explicitly deferred, never enabled by redesign: Requires an approved purchase/receipt source."
stock-turn,Stock Turn,,,stock-turn,Reports,Data-Dependent Future,Stock Turn,Shell,1,DEFERRED,Requires an approved purchase/receipt source.,Focused task,Open the labelled task or selected item,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Explicitly deferred, never enabled by redesign: Requires an approved purchase/receipt source."
days-cover,Days of Cover,,,days-cover,Reports,Data-Dependent Future,Days of Cover,Shell,1,DEFERRED,Requires an approved replenishment policy.,Focused task,Open the labelled task or selected item,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Explicitly deferred, never enabled by redesign: Requires an approved replenishment policy."
import-overview,Import Overview,Import ETP,,import-overview,Imports,Overview,Import Overview,Shell,2,ACTIVE,,Focused task,Open the labelled task or selected item,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
